Dragonborn.esm;ALCH;01AADD;DLC2RestoreAll01;Potion of Minor Well-being;0.500000;31;Restore 15 points of Health.Restore 15 points of Magicka.Restore 15 Stamina.;;
Dragonborn.esm;ALCH;0390E0;DLC2dunBloodskalPotionOfWaterWalking;Potion of Waterwalking;0.500000;500;Walk on the surface of water for 60 seconds.;;
Dragonborn.esm;ALCH;03BD14;DLC2FoodBoarMeat;Boar Meat;1.000000;2;Restore 2 points of Health.;;
Dragonborn.esm;ALCH;03BD15;DLC2FoodAshHopperMeat;Ash Hopper Meat;0.500000;2;Restore 2 points of Health.;;
Dragonborn.esm;ALCH;03CD5B;DLC2FoodHorkerAshYamStew;Horker and Ash Yam Stew;0.500000;9;Restore 16 points of Health.Restore 12 points of Stamina.;;
Dragonborn.esm;ALCH;03CF72;DLC2FoodBoarMeatCooked;Cooked Boar Meat;1.000000;15;Restore 12 points of Health.;;
Dragonborn.esm;ALCH;03D125;DLC2FoodAshHopperLeg;Ash Hopper Leg;1.000000;2;Restore 2 points of Health.;;
Dragonborn.esm;NPC_;014447;DLC2ExpSpiderPoisonJumping;Jumping Poisonous Spider;Frostbite Spider;1.000000,0,0;One Handed, Two Handed, Archery;Auto-calc stats, PC Level Mult;
Dragonborn.esm;NPC_;01447A;DLC2ExpSpiderFireJumping;Jumping Flame Spider;Frostbite Spider;1.000000,0,0;One Handed, Two Handed, Archery;Auto-calc stats, PC Level Mult;
Dragonborn.esm;NPC_;01448B;DLC2ExpSpiderPoisonJumpingFriend;Jumping Poisonous Spider;Frostbite Spider;1.000000,0,0;One Handed, Two Handed, Archery;Auto-calc stats, Doesn't affect stealth meter, PC Level Mult;
Dragonborn.esm;NPC_;014490;DLC2ExpSpiderTemplate;Imbued Spider;Frostbite Spider;1.000000,0,0;One Handed, Two Handed, Archery;Respawn, Auto-calc stats, PC Level Mult;
Dragonborn.esm;NPC_;014491;DLC2ExpSpiderFireJumpingFriend;Jumping Flame Spider;Frostbite Spider;1.000000,0,0;One Handed, Two Handed, Archery;Auto-calc stats, Doesn't affect stealth meter, PC Level Mult;
Dragonborn.esm;NPC_;014494;TestDLC2Lurker;Lurker;Giant;32;Destruction, Conjuration, Restoration;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;0145C5;DLC2ExpSpiderAlbino;Albino Spider;Frostbite Spider;5;Archery, Sneak, One Handed;Auto-calc stats;
Dragonborn.esm;NPC_;016E1A;DLC2ExpSpiderZombieFriend;;Frostbite Spider;1.000000,0,0;One Handed, Two Handed, Archery;Auto-calc stats, PC Level Mult;
Dragonborn.esm;NPC_;017074;DLC2ExpSpiderAlbinoFriend;Albino Spider;Frostbite Spider;1.000000,0,0;One Handed, Two Handed, Archery;Auto-calc stats, PC Level Mult;
Dragonborn.esm;NPC_;017077;DLC2ExpSpiderFireCloaking;Flame Cloaked Spider;Frostbite Spider;6;One Handed, Archery, Sneak;Auto-calc stats;
Dragonborn.esm;NPC_;01773A;DLC2Neloth;Neloth;Dark Elf;1.000000,25,60;Destruction, Restoration, Alteration;Essential, Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;01773B;DLC2Ildari;Ildari Sarothril;Dark Elf;1.000000,13,70;Destruction, Conjuration, Restoration;Female, Essential, Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;017777;DLC2Talvas;Talvas Fathryon;Dark Elf;25;Conjuration, Restoration, Destruction;Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;017778;DLC2Elynea;Elynea Mothren;Dark Elf;11;Alchemy, Speechcraft, Sneak;Female, Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;017779;DLC2Drovas;Drovas Relvi;Dark Elf;10;Alchemy, Smithing, Enchanting;Essential, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;01777C;DLC2Varona;Varona Nelas;Dark Elf;8;Alchemy, Destruction, Enchanting;Female, Essential, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;01777D;DLC2Ulves;Ulves Romoran;Dark Elf;5;Alchemy, Destruction, Light Armor;Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;0177B6;DLC2SummonAshGuardian;;Storm Atronach;30;Destruction, Sneak, One Handed;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;017934;DLC2Frea;Frea;Nord;1.000000,20,0;One Handed, Alteration, Light Armor;Female, Essential, Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;017935;DLC2Storn;Storn Crag-Strider;Old People Race;10;Destruction, Sneak, Conjuration;Essential, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;017936;DLC2MiraakMQ01;Miraak;Nord;1.000000,35,200;Two Handed, One Handed, Block;Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;017938;DLC2MiraakMQ02;;Nord;1.000000,35,200;Two Handed, One Handed, Block;Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;01795F;DLC2ExpSpiderZombieLvlBanditMelee1H;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;0179C7;DLC2dunKolbjornRalis;Ralis Sedarys;Dark Elf;1.000000,15,60;Light Armor, One Handed, Sneak;Essential, Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;0179D1;DLC2EncMountedRiekling;Mounted Riekling;DLC2MountedRieklingRace;20;Archery, Light Armor, Sneak;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;017A22;testjeffbDragon;Dragon;Dragon Race;10;Sneak, Block, One Handed;Respawn, Auto-calc stats, Bleedout Override;
Dragonborn.esm;NPC_;017F47;DLC2EncRiekling01Melee;Riekling;DLC2RieklingRace;6;Archery, Two Handed, Light Armor;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;017F7D;DLC2Miraak;Miraak;Nord;1.000000,35,200;Two Handed, One Handed, Block;Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;017F81;DLC2MiraakMQ04;;Nord;1.000000,35,200;Two Handed, One Handed, Block;Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;017F87;DLC2MQ05Dragon;Krosulhah;Dragon Race;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;018278;DLC2RRCresciusCaerellius;Crescius Caerellius;Old People Race;10;Smithing, Alchemy, Enchanting;Essential, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;01827C;DLC2RRAphiaVelothi;Aphia Velothi;Dark Elf;10;Speechcraft, Restoration, Alchemy;Female, Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;01827E;DLC2RRLlerilMorvayn;Lleril Morvayn;Dark Elf;25;One Handed, Heavy Armor, Archery;Essential, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;018280;DLC2RRAdrilArano;Adril Arano;Dark Elf;15;One Handed, Heavy Armor, Archery;Essential, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;018282;DLC2RRCindiriArano;Cindiri Arano;Dark Elf;10;Alchemy, Smithing, Enchanting;Female, Essential, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;018284;DLC2RRVendilSeverin;Vendil Severin;Dark Elf;1.000000,25,60;One Handed, Two Handed, Block;Essential, Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;018286;DLC2RRTilisuSeverin;Tilisu Severin;Dark Elf;1.000000,25,60;One Handed, Two Handed, Light Armor;Female, Essential, Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;018288;DLC2RRMirriSeverin;Mirri Severin;Dark Elf;1.000000,25,50;One Handed, Two Handed, Light Armor;Female, Essential, Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;01828A;DLC2RRElderOthreloth;Elder Othreloth;Dark Elf;15;Conjuration, Restoration, Destruction;Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;01828C;DLC2RRGaldrusHlervu;Galdrus Hlervu;Dark Elf;10;Destruction, Restoration, Sneak;Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;01828E;DLC2RRGloverMallory;Glover Mallory;Breton;1.000000,20,40;Light Armor, Sneak, One Handed;Essential, Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;018290;DLC2RRGeldisSadri;Geldis Sadri;Dark Elf;10;Sneak, Speechcraft, Pickpocket;Essential, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;018292;DLC2RRFethisAlor;Fethis Alor;Dark Elf;10;Alchemy, Smithing, Enchanting;Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;018294;DLC2RRDreylaAlor;Dreyla Alor;Dark Elf;10;Alchemy, Smithing, Enchanting;Female, Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;01829F;DLC2RRGarynIenth;Garyn Ienth;Dark Elf;10;Alchemy, Smithing, Enchanting;Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;0182A1;DLC2RRMiloreIenth;Milore Ienth;Dark Elf;10;Alchemy, Speechcraft, Sneak;Female, Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;0182AC;DLC2RRModynVeleth;Captain Veleth;Dark Elf;1.000000,25,50;Two Handed, Heavy Armor, Archery;Essential, Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;0182AE;DLC2RRGjalundSaltSageWindhelm;Gjalund Salt-Sage;Nord;1;One Handed, Two Handed, Archery;Essential, Unique;
Dragonborn.esm;NPC_;01832C;TestMeleeAndMissile;Test Guardian;Dwarven Sphere;24;One Handed, Archery, Sneak;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;018447;DravyneaDUPLICATE001;Dravynea the Stoneweaver;Dark Elf;4;Destruction, Alteration, Sneak;Female, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;018D93;DLC2dunGyldenhulAdventurer;Adventurer;Nord;1;Two Handed, One Handed, Block;Auto-calc stats, Bleedout Override;
Dragonborn.esm;NPC_;018DDB;DLC2dunGyldenhulHaknirSkeleton;Haknir Death-Brand;Skeleton;1;One Handed, Two Handed, Archery;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;018F14;DLC2RRRirnsLlervu;Rirns Llervu;Dark Elf;10;Speechcraft, Sneak, Pickpocket;Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;018F15;DLC2RRBralsaDrel;Bralsa Drel;Dark Elf;10;Alchemy, Smithing, Enchanting;Female, Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;018F99;DLC2SVOslaf;Oslaf;Nord;1;One Handed, Two Handed, Archery;Essential, Unique;
Dragonborn.esm;NPC_;018F9C;DLC2SVFinna;Finna;Nord;1;One Handed, Two Handed, Archery;Female, Unique, Protected;
Dragonborn.esm;NPC_;018FA5;DLC2SVDeor;Deor Woodcutter;Nord;1;One Handed, Two Handed, Archery;Unique, Protected;
Dragonborn.esm;NPC_;018FA9;DLC2SVMorwen;Morwen;Nord;1;One Handed, Two Handed, Archery;Female, Unique, Protected;
Dragonborn.esm;NPC_;018FAE;DLC2SVWulfWildblood;Wulf Wild-Blood;Nord;1;One Handed, Two Handed, Archery;Unique, Protected;
Dragonborn.esm;NPC_;018FB5;DLC2SVBaldorIronShaper;Baldor Iron-Shaper;Nord;1;One Handed, Two Handed, Archery;Essential, Unique;
Dragonborn.esm;NPC_;018FB9;DLC2SVYrsa;Yrsa;Nord;1;One Handed, Two Handed, Archery;Female, Essential, Unique;
Dragonborn.esm;NPC_;018FBD;DLC2SVEdla;Edla;Nord;1;One Handed, Two Handed, Archery;Female, Unique, Protected;
Dragonborn.esm;NPC_;018FC1;DLC2SVNikulas;Nikulas;Nord;1;One Handed, Two Handed, Archery;Unique, Protected;
Dragonborn.esm;NPC_;018FC5;DLC2SVFanariStrongVoice;Fanari Strong-Voice;Nord;1;One Handed, Two Handed, Archery;Female, Unique, Protected;
Dragonborn.esm;NPC_;018FC8;DLC2SVTharstan;Tharstan;Old People Race;1;One Handed, Two Handed, Archery;Essential, Unique;
Dragonborn.esm;NPC_;018FCA;DLC2SVAeta;Aeta;Nord;1;One Handed, Two Handed, Archery;Female, Unique, Protected;
Dragonborn.esm;NPC_;01926C;DLC2ExpSpiderAlbinoEMPTY;Albino Spider;Frostbite Spider;1.000000,0,0;One Handed, Two Handed, Archery;Auto-calc stats, PC Level Mult;
Dragonborn.esm;NPC_;019529;DLC2ExpSpiderFireCloakingFriend;Flame Cloaked Spider;Frostbite Spider;12;One Handed, Archery, Sneak;Auto-calc stats, Doesn't affect stealth meter;
Dragonborn.esm;NPC_;019596;DLC2MogrulThugTT1b;Slitter;Dark Elf;1;One Handed, Two Handed, Archery;Protected, looped script?, looped audio?;
Dragonborn.esm;NPC_;01959A;DLC2Mogrul;Mogrul;Orc;30;Heavy Armor, Two Handed, Block;Essential, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;0195AF;DLC2RRGuardTemplate;Redoran Guard;Dark Elf;1.000000,20,50;Archery, Block, One Handed;Respawn, Auto-calc stats, PC Level Mult, Protected;
Dragonborn.esm;NPC_;0195B0;DLC2RRGuardMorvaynManorInterior;;Dark Elf;1.000000,20,50;Archery, Block, One Handed;Respawn, Auto-calc stats, PC Level Mult, Protected;
Dragonborn.esm;NPC_;0195B1;DLC2RRGuardMorvaynManorExterior;;Dark Elf;1.000000,20,50;Archery, Block, One Handed;Respawn, Auto-calc stats, PC Level Mult, Protected;
Dragonborn.esm;NPC_;0195B2;DLC2RRGuardTempleExterior;;Dark Elf;1.000000,20,50;Archery, Block, One Handed;Respawn, Auto-calc stats, PC Level Mult, Protected;
Dragonborn.esm;NPC_;0195B3;DLC2RRGuardGateExterior;;Dark Elf;1.000000,20,50;Archery, Block, One Handed;Respawn, Auto-calc stats, PC Level Mult, Protected;
Dragonborn.esm;NPC_;0195B4;DLC2RRGuardMarketExterior;;Dark Elf;1.000000,20,50;Archery, Block, One Handed;Respawn, Auto-calc stats, PC Level Mult, Protected;
Dragonborn.esm;NPC_;0195B5;DLC2RRGuardPatrol;;Dark Elf;1.000000,20,50;Archery, Block, One Handed;Respawn, Auto-calc stats, PC Level Mult, Protected;
Dragonborn.esm;NPC_;0195B6;DLC2RRGuardJail;;Dark Elf;1.000000,20,50;Archery, Block, One Handed;Respawn, Auto-calc stats, PC Level Mult, Protected;
Dragonborn.esm;NPC_;0195B7;DLC2RRGuardBarracks;;Dark Elf;1.000000,20,50;Archery, Block, One Handed;Respawn, Auto-calc stats, PC Level Mult, Protected;
Dragonborn.esm;NPC_;019617;DLC2DetectionTarget;Detection Target;Rabbit;1;One Handed, Two Handed, Archery;Respawn, Doesn't affect stealth meter, Simple Actor;
Dragonborn.esm;NPC_;019665;DLC2dunKarstaag;Karstaag;Ghost Giant;90;Two Handed, Block, Sneak;Auto-calc stats, Doesn't bleed;
Dragonborn.esm;NPC_;019AD0;DLC2EncAshHopperTest;Ash Hopper;Scrib;4;Sneak, One Handed, Archery;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;01A373;DLC2dunHaknir;Haknir Death-Brand;Nord;1.250000,40,75;One Handed, Heavy Armor, Two Handed;Respawn, Auto-calc stats, PC Level Mult, Doesn't bleed;
Dragonborn.esm;NPC_;01A508;DLC2ThirskRieklingChief;Riekling Chief;DLC2RieklingRace;16;Archery, Two Handed, Light Armor;Auto-calc stats, Unique, Protected;
Dragonborn.esm;NPC_;01A511;DLC2Bujold;Bujold the Intrepid;Nord;1.000000,10,60;Two Handed, One Handed, Block;Female, Auto-calc stats, Unique, PC Level Mult, Protected;
Dragonborn.esm;NPC_;01A515;DLC2Hilund;Hilund;Nord;1.000000,10,60;Two Handed, One Handed, Block;Female, Auto-calc stats, Unique, PC Level Mult, Protected;
Dragonborn.esm;NPC_;01A518;DLC2Kuvar;Kuvar;Nord;1.000000,10,60;Speechcraft, Smithing, One Handed;Auto-calc stats, Unique, PC Level Mult, Protected;
Dragonborn.esm;NPC_;01A51A;DLC2Elmus;Elmus;Nord;1.000000,10,60;Two Handed, One Handed, Block;Auto-calc stats, Unique, PC Level Mult, Protected;
Dragonborn.esm;NPC_;01A51C;DLC2Halbarn;Halbarn Iron-Fur;Nord;1.000000,10,60;Two Handed, One Handed, Block;Auto-calc stats, Unique, PC Level Mult, Protected;
Dragonborn.esm;NPC_;01A564;DLC2GeneralCarius;General Falx Carius;Imperial;1.500000,25,0;Heavy Armor, Two Handed, Block;Auto-calc stats, Unique, PC Level Mult;
Dragonborn.esm;NPC_;01A568;DLC2RR01AttackingAshSpawn;Ash Spawn;Fox;0.750000,25,50;One Handed, Two Handed, Block;Auto-calc stats, PC Level Mult, Invulnerable;
Dragonborn.esm;NPC_;01AA2C;DLC2LvlBanditBoss;Reaver Lord;Fox;1;One Handed, Two Handed, Archery;Respawn;
Dragonborn.esm;NPC_;01AA2D;DLC2LvlBanditMelee1H;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01AA2E;DLC2LvlBanditMissile;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01AA2F;DLC2LvlBanditWizard;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01AAAF;DLC2encAshGuardian;Ash Guardian;Storm Atronach;30;Destruction, Sneak, One Handed;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;01AAB2;DLC2TTF1AshGuardian;;Storm Atronach;30;Destruction, Sneak, One Handed;Respawn, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;01B3A8;DLC2LvlBanditMissileHoldPositionLinkCustom02256;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01B3AA;DLC2LvlBanditMeleeTank;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01B3C4;DLC2LvlBanditWizardHoldPositionLinkCustom02512;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01B5BB;DLC2dunNchardakBanditBoss01;;Fox;1;One Handed, Two Handed, Archery;Respawn;
Dragonborn.esm;NPC_;01B636;DLC2EncAshSpawn1H01;Ash Spawn;Draugr;20;One Handed, Two Handed, Block;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;01B639;DLC2EncAshSpawn1H02;Ash Spawn Skirmisher;Draugr;30;Two Handed, One Handed, Block;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;01B63A;DLC2EncAshSpawn1H03;Ash Spawn Immolator;Draugr;40;One Handed, Two Handed, Block;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;01B63D;DLC2LvlAshSpawnMelee1H;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01B63E;DLC2EncHorkerYoungling;Horker Youngling;Horker;1;Sneak, One Handed, Archery;Respawn;
Dragonborn.esm;NPC_;01B63F;DLC2EncSprigganBurnt;Burnt Spriggan;Spriggan;28;Block, Sneak, One Handed;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;01B640;DLC2EncLurker01;Lurker;Giant;24;Heavy Armor, Sneak, Destruction;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;01B641;DLC2EncLurker02;Lurker Guardian;Giant;34;Heavy Armor, Sneak, Destruction;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;01B642;DLC2EncLurker03;Lurker Sentinel;Giant;44;Heavy Armor, Sneak, Destruction;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;01B645;DLC2EncLurker04;Lurker Vindicator;Giant;54;Heavy Armor, Sneak, Destruction;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;01B649;DLC2EncNetchBetty;Betty Netch;Netch;40;Block, Sneak, One Handed;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;01B64E;DLC2EncRiekling02Melee;Riekling Scout;DLC2RieklingRace;11;Archery, Light Armor, Sneak;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;01B64F;DLC2EncRiekling03Melee;Riekling Hunter;DLC2RieklingRace;16;Archery, Two Handed, Light Armor;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;01B650;DLC2EncRiekling01Missile;;DLC2RieklingRace;6;Archery, Two Handed, Light Armor;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;01B651;DLC2EncRiekling02Missile;;DLC2RieklingRace;11;Archery, Light Armor, Sneak;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;01B652;DLC2EncRiekling03Missile;;DLC2RieklingRace;16;Archery, Two Handed, Light Armor;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;01B655;DLC2LvlRieklingMissile;;Fox;1;One Handed, Two Handed, Archery;looped audio?;
Dragonborn.esm;NPC_;01B656;DLC2LvlRieklingMelee;;Fox;1;One Handed, Two Handed, Archery;looped audio?;
Dragonborn.esm;NPC_;01B657;DLC2EncAshHopper;Ash Hopper;Scrib;4;Sneak, Block, One Handed;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;01C06D;DLC2LvlAshSpawnMagic;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01CA33;DLC2ExpSpiderZombieLvlBanditMissile;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01CAA6;DLC2ServosRendas;Servos Rendas;Dark Elf;1;Destruction, Light Armor, Sneak;Auto-calc stats, Unique, looped script?, looped audio?;
Dragonborn.esm;NPC_;01CAA8;DLC2MerilarRendas;Merilar Rendas;Dark Elf;1.000000,0,0;Destruction, Light Armor, Sneak;Female, Respawn, Auto-calc stats, PC Level Mult, looped script?, looped audio?;
Dragonborn.esm;NPC_;01CAAD;DLC2ExpSpiderPoisonCloaking;Poisonous Cloaked Spider;Frostbite Spider;6;One Handed, Archery, Sneak;Auto-calc stats;
Dragonborn.esm;NPC_;01CAAE;DLC2ExpSpiderPoisonCloakingFriend;Poisonous Cloaked Spider;Frostbite Spider;12;One Handed, Archery, Sneak;Auto-calc stats, Doesn't affect stealth meter;
Dragonborn.esm;NPC_;01CAD5;DLC2SV01DragonPriestBoss;Vahlok the Jailor;Dragon Priest;50;Alteration, Conjuration, Destruction;Respawn, Auto-calc stats, Bleedout Override;
Dragonborn.esm;NPC_;01CAD6;DLC2FrostGiant01;Frost Giant;Ghost Giant;32;Two Handed, One Handed, Block;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;01CAF3;DLC2SV02Ancarion;Ancarion;High Elf;23;Conjuration, Destruction, Alteration;Auto-calc stats, Unique;
Dragonborn.esm;NPC_;01CB9C;DLC2dunNchardakLvlDwarvenSphereAmbushHoldPositionLinkCustom02384;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01CDF8;DLC2SummonAshSpawn01;Ash Spawn;Draugr;20;One Handed, Two Handed, Block;Respawn, Auto-calc stats, Summonable;
Dragonborn.esm;NPC_;01CE00;DLC2LvlCultist;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01D4EE;DLC2dunNchardakCenturionBoss;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01D77A;DLC2dunNorthshoreLandingCrabBoss;Old Salty;MudCrab;3;Sneak, One Handed, Archery;Respawn, Auto-calc stats;
Dragonborn.esm;NPC_;01D985;DLC2Hrothmund;Hrothmund;Nord;1;One Handed, Two Handed, Archery;Unique;
Dragonborn.esm;NPC_;01D9FE;DLC2ExpSpiderOil;Oil Spider;Frostbite Spider;6;One Handed, Archery, Sneak;Auto-calc stats;
Dragonborn.esm;NPC_;01DBC4;DLC2dunKolbjornMiner;;Fox;1;One Handed, Two Handed, Archery;;
Dragonborn.esm;NPC_;01DC67;DLC2dunFrostmoonMajni;Majni;Nord;1.000000,10,50;One Handed, Sneak, Block;Auto-calc stats, Unique, PC Level Mult, Protected, looped script?, looped audio?;
Dragonborn.esm;NPC_;01DCBA;DLC2EncSeeker02;Seeker Aspirant;HMDaedra;32;Sneak, Destruction, Illusion;Respawn, Auto-calc stats, looped audio?;
Dragonborn.esm;NPC_;01DFA1;DLC2SummonTrollFrost;Frost Troll;Snow Troll;22;Block, Sneak, One Handed;Respawn, Auto-calc stats, Summonable;
Dragonborn.esm;NPC_;01DFEC;DLC2ExpSpiderFrostJumping;Jumping Frost Spider;Frostbite Spider;1.000000,0,0;One Handed, Two Handed, Archery;Auto-calc stats, PC Level Mult;
Dragonborn.esm;NPC_;01DFED;DLC2ExpSpiderShockJumping;Jumping Shock Spider;Frostbite Spider;1.000000,0,0;One Handed, Two Handed, Archery;Auto-calc stats, PC Level Mult;
Dragonborn.esm;NPC_;01E17C;DLC2EncTribalWerebearA;Werebear;Nord;17;Two Handed, One Handed, Block;Respawn, Auto-calc stats, Unique;
Dragonborn.esm;NPC_;01E804;DLC2EncBandit00Template;Reaver;Dark Elf;1;Destruction, Light Armor, Sneak;Respawn, Auto-calc stats, looped script?, looped audio?;
Dragonborn.esm;NPC_;01E805;DLC2EncBandit01MagicDarkElf01M;;Dark Elf;1;Destruction, Light Armor, Sneak;Respawn, Auto-calc stats, looped script?, looped audio?;
