Skyrim.esm;ALCH;03EB00;FortifyStamina02;Draught of Enhanced Stamina;0.500000;365;Stamina is increased by 40 points for 300 seconds.;;
Skyrim.esm;ALCH;03EB02;FortifyCarry01;Potion of Strength;0.500000;113;Carrying capacity increases by 20 for 300 seconds.;;
Skyrim.esm;ALCH;03EB03;FortifyCarry03;Solution of Strength;0.500000;609;Carrying capacity increases by 40 for 300 seconds.;;
Skyrim.esm;ALCH;03EB04;FortifyCarry04;Philter of Strength;0.500000;779;Carrying capacity increases by 50 for 300 seconds.;;
Skyrim.esm;ALCH;03EB05;FortifyCarry02;Draught of Strength;0.500000;444;Carrying capacity increases by 30 for 300 seconds.;;
Skyrim.esm;ALCH;03EB09;FortifyHealRate01;Potion of Regeneration;0.500000;62;Health regenerates 50% faster for 300 seconds.;;
Skyrim.esm;ALCH;03EB0A;FortifyHealRate02;Draught of Regeneration;0.500000;2285;Health regenerates 60% faster for 300 seconds.;;
Skyrim.esm;ALCH;03EB0B;FortifyHealRate03;Solution of Regeneration;0.500000;451;Health regenerates 70% faster for 300 seconds.;;
Skyrim.esm;ALCH;03EB0C;FortifyHealRate04;Philter of Regeneration;0.500000;3136;Health regenerates 80% faster for 300 seconds.;;
Skyrim.esm;ALCH;03EB0D;FortifyMagickaRate01;Potion of Lasting Potency;0.500000;311;Magicka regenerates 50% faster for 300 seconds.;;
Skyrim.esm;ALCH;03EB0E;FortifyMagickaRate02;Draught of Lasting Potency;0.500000;380;Magicka regenerates 60% faster for 300 seconds.;;
Skyrim.esm;ALCH;03EB0F;FortifyMagickaRate03;Solution of Lasting Potency;0.500000;451;Magicka regenerates 70% faster for 300 seconds.;;
Skyrim.esm;ALCH;03EB10;FortifyMagickaRate04;Philter of Lasting Potency;0.500000;522;Magicka regenerates 80% faster for 300 seconds.;;
Skyrim.esm;ALCH;03EB11;FortifyStaminaRate01;Potion of Vigor;0.500000;311;Stamina regenerates 50% faster for 300 seconds.;;
Skyrim.esm;ALCH;03EB12;FortifyStaminaRate02;Draught of Vigor;0.500000;380;Stamina regenerates 60% faster for 300 seconds.;;
Skyrim.esm;ALCH;03EB14;FortifyStaminaRate04;Philter of Vigor;0.500000;522;Stamina regenerates 80% faster for 300 seconds.;;
Skyrim.esm;ALCH;03EB2A;FortifySkillOneHanded01;Potion of the Warrior;0.500000;67;One-handed weapons do 20% more damage for 60 seconds.;;
Skyrim.esm;ALCH;03EB2B;FortifySkillTwoHanded01;Potion of the Berserker;0.500000;77;Two-handed weapons do 20% more damage for 60 seconds.;;
Skyrim.esm;ALCH;03EB2C;FortifySkillMarksman01;Potion of True Shot;0.500000;48;Bows do 20% more damage for 60 seconds.;;
Skyrim.esm;ALCH;03EB2E;FortifySkillSmithing01;Blacksmith's Potion;0.500000;67;For 30 seconds, weapon and armor improving is 20% better.;;
Skyrim.esm;ALCH;03EB2F;FortifySkillHeavyArmor01;Potion of the Knight;0.500000;54;Increase Heavy Armor skill by 10 points for 60 seconds.;;
Skyrim.esm;ALCH;03EB30;FortifySkillLightArmor01;Skirmisher's Potion;0.500000;58;Increases Light Armor skill by 10 points for 60 seconds.;;
Skyrim.esm;ALCH;03EB31;FortifySkillPickpocket01;Potion of Pickpocketing;0.500000;38;Pickpocketing is 20% easier for 60 seconds.;;
Skyrim.esm;ALCH;03EB32;FortifySkillBlock01;Potion of the Defender;0.500000;54;Blocking absorbs 10% more damage for 60 seconds.;;
Skyrim.esm;ALCH;03EB33;FortifySkillSneak01;Potion of Light Feet;0.500000;45;You are 10% harder to detect for 60 seconds.;;
Skyrim.esm;ALCH;03EB35;FortifySkillBarter01;Potion of Haggling;0.500000;84;You haggle for 10% better prices for 30 seconds.;;
Skyrim.esm;ALCH;03EB36;FortifySkillAlteration01;Potion of Alteration;0.500000;49;Alteration spells last 25% longer for 60 seconds.;;
Skyrim.esm;ALCH;03EB37;FortifySkillConjuration01;Conjurer's Potion;0.500000;61;Conjurations spells last 25% longer for 60 seconds.;;
Skyrim.esm;ALCH;03EB38;FortifySkillDestruction01;Potion of Destruction;0.500000;58;Destruction spells are 20% stronger for 60 seconds.;;
Skyrim.esm;ALCH;03EB39;FortifySkillIllusion01;Potion of Illusion;0.500000;61;Illusion spells are 25% stronger for 60 seconds.;;
Skyrim.esm;ALCH;03EB3A;FortifySkillRestoration01;Potion of the Healer;0.500000;58;Restoration spells are 20% stronger for 60 seconds.;;
Skyrim.esm;ALCH;03EB3E;Invisibility01;Potion of Brief Invisibility;0.500000;428;Invisibility for 20 seconds.;;
Skyrim.esm;ALCH;03EB3F;Invisibility03;Potion of Enduring Invisibility;0.500000;918;Invisibility for 40 seconds.;;
Skyrim.esm;ALCH;03EB40;Invisibility02;Potion of Extended Invisibility;0.500000;669;Invisibility for 30 seconds.;;
Skyrim.esm;ALCH;03EB41;Invisibility04;Potion of Prolonged Invisibility;0.500000;587;Invisibility for 50 seconds.;;
Skyrim.esm;ALCH;03988E;FortifySkillAlteration02;Draught of Alteration;0.500000;530;Alteration spells last 50% longer for 60 seconds.;;
Skyrim.esm;ALCH;039899;FortifySkillAlteration03;Philter of Alteration;0.500000;828;Alteration spells last 75% longer for 60 seconds.;;
Skyrim.esm;ALCH;03989A;FortifySkillAlteration04;Elixir of Alteration;0.500000;227;Alteration spells last 100% longer for 60 seconds.;;
Skyrim.esm;ALCH;03989B;FortifySkillBlock02;Draught of the Defender;0.500000;70;Blocking absorbs 15% more damage for 60 seconds.;;
Skyrim.esm;ALCH;0398AB;FortifySkillBlock03;Philter of the Defender;0.500000;193;Blocking absorbs 20% more damage for 60 seconds.;;
Skyrim.esm;ALCH;0398AC;FortifySkillBlock04;Elixir of the Defender;0.500000;247;Blocking absorbs 25% more damage for 60 seconds.;;
Skyrim.esm;ALCH;0398AD;FortifySkillConjuration02;Conjurer's Draught;0.500000;530;Conjurations spells last 50% longer for 60 seconds.;;
Skyrim.esm;ALCH;0398EC;FortifySkillConjuration03;Conjurer's Philter;0.500000;828;Conjurations spells last 75% longer for 60 seconds.;;
Skyrim.esm;ALCH;0398ED;FortifySkillConjuration04;Conjurer's Elixir;0.500000;284;Conjurations spells last 100% longer for 60 seconds.;;
Skyrim.esm;ALCH;0398EE;FortifySkillDestruction02;Draught of Destruction;0.500000;302;Destruction spells are 30% stronger for 60 seconds.;;
Skyrim.esm;ALCH;0398F1;FortifySkillDestruction03;Philter of Destruction;0.500000;415;Destruction spells are 40% stronger for 60 seconds.;;
Skyrim.esm;ALCH;0398F3;FortifySkillDestruction04;Elixir of Destruction;0.500000;530;Destruction spells are 50% stronger for 60 seconds.;;
Skyrim.esm;ALCH;0398F4;FortifySkillHeavyArmor02;Draught of the Knight;0.500000;141;Increase Heavy Armor skill by 15 points for 60 seconds.;;
Skyrim.esm;ALCH;0398F5;FortifySkillHeavyArmor03;Philter of the Knight;0.500000;193;Increase Heavy Armor skill by 20 points for 60 seconds.;;
Skyrim.esm;ALCH;0398F6;FortifySkillHeavyArmor04;Elixir of the Knight;0.500000;247;Increase Heavy Armor skill by 25 points for 60 seconds.;;
Skyrim.esm;ALCH;0398FD;FortifySkillLightArmor02;Skirmisher's Draught;0.500000;141;Increases Light Armor skill by 15 points for 60 seconds.;;
Skyrim.esm;ALCH;039903;FortifySkillLightArmor03;Skirmisher's Philter;0.500000;193;Increases Light Armor skill by 20 points for 60 seconds.;;
Skyrim.esm;ALCH;039904;FortifySkillLightArmor04;Skirmisher's Elixir;0.500000;247;Increases Light Armor skill by 25 points for 60 seconds.;;
Skyrim.esm;ALCH;039930;FortifySkillLockpicking01;Potion of Lockpicking;0.500000;45;Lockpicking is 20% easier for 30 seconds.;;
Skyrim.esm;ALCH;039945;FortifySkillLockpicking02;Draught of Lockpicking;0.500000;70;Lockpicking is 30% easier for 30 seconds.;;
Skyrim.esm;ALCH;039946;FortifySkillLockpicking03;Philter of Lockpicking;0.500000;96;Lockpicking is 40% easier for 30 seconds.;;
Skyrim.esm;ALCH;039948;FortifySkillLockpicking04;Elixir of Lockpicking;0.500000;123;Lockpicking is 50% easier for 30 seconds.;;
Skyrim.esm;ALCH;039949;FortifySkillMarksman02;Draught of True Shot;0.500000;75;Bows do 30% more damage for 60 seconds.;;
Skyrim.esm;ALCH;03994B;FortifySkillMarksman03;Philter of True Shot;0.500000;103;Bows do 40% more damage for 60 seconds.;;
Skyrim.esm;ALCH;03994E;FortifySkillMarksman04;Elixir of True Shot;0.500000;132;Bows do 50% more damage for 60 seconds.;;
Skyrim.esm;ALCH;03994F;FortifySkillIllusion02;Draught of Illusion;0.500000;530;Illusion spells are 50% stronger for 60 seconds.;;
Skyrim.esm;ALCH;039950;FortifySkillIllusion03;Philter of Illusion;0.500000;828;Illusion spells are 75% stronger for 60 seconds.;;
Skyrim.esm;ALCH;039951;FortifySkillIllusion04;Elixir of Illusion;0.500000;455;Illusion spells are 100% stronger for 60 seconds.;;
Skyrim.esm;ALCH;039954;FortifySkillOneHanded02;Draught of the Warrior;0.500000;302;One-handed weapons do 30% more damage for 60 seconds.;;
Skyrim.esm;ALCH;039955;FortifySkillOneHanded03;Philter of the Warrior;0.500000;415;One-handed weapons do 40% more damage for 60 seconds.;;
Skyrim.esm;ALCH;039956;FortifySkillOneHanded04;Elixir of the Warrior;0.500000;530;One-handed weapons do 50% more damage for 60 seconds.;;
Skyrim.esm;ALCH;039957;FortifySkillPickpocket02;Draught of Pickpocketing;0.500000;302;Pickpocketing is 30% easier for 60 seconds.;;
Skyrim.esm;ALCH;039958;FortifySkillPickpocket04;Elixir of Pickpocketing;0.500000;530;Pickpocketing is 50% easier for 60 seconds.;;
Skyrim.esm;ALCH;039959;FortifySkillPickpocket03;Philter of Pickpocketing;0.500000;415;Pickpocketing is 40% easier for 60 seconds.;;
Skyrim.esm;ALCH;03995A;FortifySkillRestoration02;Draught of the Healer;0.500000;302;Restoration spells are 30% stronger for 60 seconds.;;
Skyrim.esm;ALCH;03995B;FortifySkillRestoration03;Philter of the Healer;0.500000;311;Restoration spells are 40% stronger for 60 seconds.;;
Skyrim.esm;ALCH;03995C;FortifySkillRestoration04;Elixir of the Healer;0.500000;530;Restoration spells are 50% stronger for 60 seconds.;;
Skyrim.esm;ALCH;03995D;FortifySkillSmithing02;Blacksmith's Draught;0.500000;105;For 30 seconds, weapon and armor improving is 30% better.;;
Skyrim.esm;ALCH;039962;FortifySkillSmithing03;Blacksmith's Philter;0.500000;145;For 30 seconds, weapon and armor improving is 40% better.;;
Skyrim.esm;ALCH;039967;FortifySkillSmithing04;Blacksmith's Elixir;0.500000;185;For 30 seconds, weapon and armor improving is 50% better.;;
Skyrim.esm;ALCH;039968;FortifySkillSneak02;Draught of Light Feet;0.500000;35;You are 15% harder to detect for 60 seconds.;;
Skyrim.esm;ALCH;039969;FortifySkillSneak03;Philter of Light Feet;0.500000;48;You are 20% harder to detect for 60 seconds.;;
Skyrim.esm;ALCH;03996F;FortifySkillSneak04;Elixir of Light Feet;0.500000;247;You are 25% harder to detect for 60 seconds.;;
Skyrim.esm;ALCH;039970;FortifySkillBarter02;Draught of Haggling;0.500000;131;You haggle for 15% better prices for 30 seconds.;;
Skyrim.esm;ALCH;039971;FortifySkillBarter03;Philter of Haggling;0.500000;180;You haggle for 20% better prices for 30 seconds.;;
Skyrim.esm;ALCH;039973;FortifySkillBarter04;Elixir of Haggling;0.500000;230;You haggle for 25% better prices for 30 seconds.;;
Skyrim.esm;ALCH;039974;FortifySkillTwoHanded02;Draught of the Berserker;0.500000;302;Two-handed weapons do 30% more damage for 60 seconds.;;
Skyrim.esm;ALCH;039980;FortifySkillTwoHanded03;Philter of the Berserker;0.500000;415;Two-handed weapons do 40% more damage for 60 seconds.;;
Skyrim.esm;ALCH;039AA6;FortifySkillTwoHanded04;Elixir of the Berserker;0.500000;530;Two-handed weapons do 50% more damage for 60 seconds.;;
Skyrim.esm;ALCH;039B0C;FortifyStaminaRate03;Solution of Vigor;0.500000;451;Stamina regenerates 70% faster for 300 seconds.;;
Skyrim.esm;ALCH;039B4A;ResistFire25;Potion of Resist Fire;0.500000;96;Resist 20% of fire damage for 60 seconds.;;
Skyrim.esm;ALCH;039B4B;ResistFire75;Philter of Resist Fire;0.500000;207;Resist 40% of fire damage for 60 seconds.;;
Skyrim.esm;ALCH;039B8A;ResistFrost25;Potion of Resist Cold;0.500000;96;Resist 20% of frost damage for 60 seconds.;;
Skyrim.esm;ALCH;039BDF;ResistFrost75;Philter of Resist Cold;0.500000;207;Resist 40% of frost damage for 60 seconds.;;
Skyrim.esm;ALCH;039BE1;ResistShock25;Potion of Resist Shock;0.500000;96;Resist 20% of shock damage for 60 seconds.;;
Skyrim.esm;ALCH;039BE3;ResistShock75;Philter of Resist Shock;0.500000;207;Resist 40% of shock damage for 60 seconds.;;
Skyrim.esm;ALCH;039BE4;RestoreHealth05;Potion of Extreme Healing;0.500000;123;Restore 150 points of Health.;;
Skyrim.esm;ALCH;039BE5;RestoreHealth06;Potion of Ultimate Healing;0.500000;251;Completely restore Health.;;
Skyrim.esm;ALCH;039BE6;RestoreMagicka05;Potion of Extreme Magicka;0.500000;247;Restore 150 points of Magicka.;;
Skyrim.esm;ALCH;039BE7;RestoreMagicka06;Potion of Ultimate Magicka;0.500000;150;Completely restore magicka.;;
Skyrim.esm;ALCH;039BE8;RestoreStamina02;Potion of Stamina;0.500000;44;Restore 50 Stamina.;;
Skyrim.esm;ALCH;039CF3;RestoreStamina06;Potion of Ultimate Stamina;0.500000;150;Completely restore stamina.;;
Skyrim.esm;ALCH;039CFB;FortifySkillEnchanting01;Enchanter's Potion;0.500000;54;For 60 seconds, items are enchanted 10% stronger.;;
Skyrim.esm;ALCH;039D02;FortifySkillEnchanting02;Enchanter's Draught;0.500000;84;For 60 seconds, items are enchanted 15% stronger.;;
Skyrim.esm;ALCH;039D0A;FortifySkillEnchanting03;Enchanter's Philter;0.500000;116;For 60 seconds, items are enchanted 20% stronger.;;
Skyrim.esm;ALCH;039D12;FortifySkillEnchanting04;Enchanter's Elixir;0.500000;148;For 60 seconds, items are enchanted 25% stronger.;;
Skyrim.esm;ALCH;039E52;ResistMagic25;Potion of Resist Magic;0.500000;90;Resist 10% of magic for 60 seconds.;;
Skyrim.esm;ALCH;039E53;ResistMagic50;Draught of Resist Magic;0.500000;141;Resist 15% of magic for 60 seconds.;;
Skyrim.esm;ALCH;039E54;ResistMagic75;Philter of Resist Magic;0.500000;193;Resist 20% of magic for 60 seconds.;;
Skyrim.esm;ALCH;039E55;ResistMagic100;Elixir of Resist Magic;0.500000;247;Resist 25% of magic for 60 seconds.;;
Skyrim.esm;ALCH;03A5A4;DamageHealth01;Weak Poison;0.500000;58;Causes 15 points of poison damage.;;
Skyrim.esm;ALCH;03AC2E;Waterbreathing01;Potion of Waterbreathing;0.500000;46;Can breathe underwater for 15 seconds.;;
Skyrim.esm;ALCH;03AC2F;Waterbreathing02;Draught of Waterbreathing;0.500000;100;Can breathe underwater for 30 seconds.;;
Skyrim.esm;ALCH;03AC30;Waterbreathing03;Philter of Waterbreathing;0.500000;156;Can breathe underwater for 45 seconds.;;
Skyrim.esm;ALCH;03AC31;Waterbreathing04;Elixir of Waterbreathing;0.500000;215;Can breathe underwater for 60 seconds.;;
Skyrim.esm;ALCH;0508CA;FoodHonningbrewMead;Honningbrew Mead;0.500000;20;Restore 20 points of Stamina.Stamina regenerates 25% slower for 20 seconds.;;
Skyrim.esm;ALCH;058CFB;DB03Poison;Lotus Extract;0.500000;86;Causes 6 points of poison damage for 10 seconds.;;
Skyrim.esm;ALCH;057A7A;Skooma;Skooma;0.500000;25;Restore 25 Stamina.;;
Skyrim.esm;ALCH;057A7B;FreeformAngasMillKordirsSkooma;Kordir's Skooma;0.500000;25;Restore 25 Stamina.;;
Skyrim.esm;ALCH;05F6DF;DA16TorporPotion;Vaermina's Torpor;0.500000;0;Enter "The Dreamstride" for an unknown length of time.;;
Skyrim.esm;ALCH;065A64;CurePoison;Cure Poison;0.500000;31;Stops poison's continuing effects.;;
Skyrim.esm;ALCH;065A65;DamageMagicka01;Weak Magicka Poison;0.500000;92;Drains the target's Magicka by 30 points.;;
Skyrim.esm;ALCH;065A66;DamageStamina01;Weak Stamina Poison;0.500000;75;Drain the target's Stamina by 30 points.;;
Skyrim.esm;ALCH;065A68;Fear01;Weak Fear Poison;0.500000;98;Creatures and people up to level 5 flee from combat for 30 seconds.;;
Skyrim.esm;ALCH;065A69;Frenzy01;Weak Frenzy Poison;0.500000;293;Creatures and people up to level 5 will attack anything nearby for 10 seconds.;;
Skyrim.esm;ALCH;065A6A;Paralyze01;Weak Paralysis Poison;0.500000;132;Target is paralyzed for 3 seconds.;;
Skyrim.esm;ALCH;065A6B;WeaknessFire01;Weak Aversion to Fire;0.500000;116;Target is 40% weaker to fire damage for 30 seconds.;;
Skyrim.esm;ALCH;065A6C;WeaknessFrost01;Weak Aversion to Frost;0.500000;96;Target is 40% weaker to frost damage for 30 seconds.;;
Skyrim.esm;ALCH;065A6D;WeaknessShock02;Aversion to Shock;0.500000;192;Target is 55% weaker to shock damage for 30 seconds.;;
Skyrim.esm;ALCH;065A6E;WeaknessMagic01;Weak Aversion to Magic;0.500000;193;Target is 40% weaker to magic for 30 seconds.;;
Skyrim.esm;ALCH;065A6F;DamageHealthLinger01;Weak Lingering Poison;0.500000;12;Causes 1 points of poison damage for 10 seconds.;;
Skyrim.esm;ALCH;065A70;DamageMagickaLinger01;Lingering Magicka Poison;0.500000;2;Drains the target's Magicka by 1 points per second for 10 seconds.;;
Skyrim.esm;ALCH;065A71;DamageStaminaLinger01;Lingering Stamina Poison;0.500000;6;Drain the target's Stamina by 1 points per second for 30 seconds.;;
Skyrim.esm;ALCH;0663E1;IVDGhostPotion;Philter of the Phantom;0.500000;50;Appear spectral for 30 seconds.;;
Skyrim.esm;ALCH;06A07E;DummyPotion;;0.500000;0;Health is increased by 1 points for 0 seconds.;;
Skyrim.esm;ALCH;073F31;DamageHealth02;Poison;0.500000;103;Causes 25 points of poison damage.;;
Skyrim.esm;ALCH;073F32;DamageHealth03;Potent Poison;0.500000;149;Causes 35 points of poison damage.;;
Skyrim.esm;ALCH;073F33;DamageHealth04;Virulent Poison;0.500000;221;Causes 50 points of poison damage.;;
Skyrim.esm;ALCH;073F34;DamageHealth05;Deadly Poison;0.500000;296;Causes 65 points of poison damage.;;
Skyrim.esm;ALCH;073F35;DamageHealthLinger02;Lingering Poison;0.500000;4;Causes 1 points of poison damage for 15 seconds.;;
Skyrim.esm;ALCH;073F36;DamageHealthLinger03;Potent Lingering Poison;0.500000;10;Causes 2 points of poison damage for 15 seconds.;;
Skyrim.esm;ALCH;073F37;DamageHealthLinger04;Malign Lingering Poison;0.500000;55;Causes 2 points of poison damage for 20 seconds.;;
Skyrim.esm;ALCH;073F38;DamageHealthLinger05;Deadly Lingering Poison;0.500000;21;Causes 3 points of poison damage for 20 seconds.;;
Skyrim.esm;ALCH;073F39;DamageMagicka02;Magicka Poison;0.500000;162;Drains the target's Magicka by 50 points.;;
Skyrim.esm;ALCH;073F3A;DamageMagicka03;Potent Magicka Poison;0.500000;235;Drains the target's Magicka by 70 points.;;
Skyrim.esm;ALCH;073F3B;DamageMagicka04;Malign Magicka Poison;0.500000;348;Drains the target's Magicka by 100 points.;;
Skyrim.esm;ALCH;073F3C;DamageMagicka05;Deadly Magicka Poison;0.500000;465;Drains the target's Magicka by 130 points.;;
Skyrim.esm;ALCH;073F3D;DamageMagickaLinger02;Enduring Magicka Poison;0.500000;15;Drains the target's Magicka by 1 points per second for 15 seconds.;;
Skyrim.esm;ALCH;073F3E;DamageMagickaLinger03;Lasting Magicka Poison;0.500000;33;Drains the target's Magicka by 2 points per second for 15 seconds.;;
Skyrim.esm;ALCH;073F3F;DamageMagickaLinger04;Persisting Magicka Poison;0.500000;45;Drains the target's Magicka by 2 points per second for 20 seconds.;;
Skyrim.esm;ALCH;073F40;DamageMagickaLinger05;Unceasing Magicka Poison;0.500000;15;Drains the target's Magicka by 3 points per second for 20 seconds.;;
Skyrim.esm;ALCH;073F41;DamageStamina02;Stamina Poison;0.500000;133;Drain the target's Stamina by 50 points.;;
Skyrim.esm;ALCH;073F42;DamageStamina03;Potent Stamina Poison;0.500000;192;Drain the target's Stamina by 70 points.;;
Skyrim.esm;ALCH;073F43;DamageStamina04;Virulent Stamina Poison;0.500000;285;Drain the target's Stamina by 100 points.;;
Skyrim.esm;ALCH;073F44;DamageStamina05;Deadly Stamina Poison;0.500000;380;Drain the target's Stamina by 130 points.;;
Skyrim.esm;ALCH;073F45;DamageStaminaLinger02;Enduring Stamina Poison;0.500000;12;Drain the target's Stamina by 2 points per second for 30 seconds.;;
Skyrim.esm;ALCH;073F46;DamageStaminaLinger03;Lasting Stamina Poison;0.500000;20;Drain the target's Stamina by 3 points per second for 30 seconds.;;
Skyrim.esm;ALCH;073F47;DamageStaminaLinger04;Persisting Stamina Poison;0.500000;27;Drain the target's Stamina by 4 points per second for 30 seconds.;;
Skyrim.esm;ALCH;073F48;DamageStaminaLinger05;Unceasing Stamina Poison;0.500000;35;Drain the target's Stamina by 5 points per second for 30 seconds.;;
Skyrim.esm;ALCH;073F49;WeaknessFire02;Aversion to Fire;0.500000;164;Target is 55% weaker to fire damage for 30 seconds.;;
Skyrim.esm;ALCH;073F4A;WeaknessFire03;Potent Aversion to Fire;0.500000;215;Target is 70% weaker to fire damage for 30 seconds.;;
Skyrim.esm;ALCH;073F4B;WeaknessFire04;Malign Aversion to Fire;0.500000;266;Target is 85% weaker to fire damage for 30 seconds.;;
Skyrim.esm;ALCH;073F4C;WeaknessFire05;Deadly Aversion to Fire;0.500000;318;Target is 100% weaker to fire damage for 30 seconds.;;
Skyrim.esm;ALCH;073F4D;WeaknessFrost02;Aversion to Frost;0.500000;137;Target is 55% weaker to frost damage for 30 seconds.;;
Skyrim.esm;ALCH;073F4E;WeaknessFrost03;Potent Aversion to Frost;0.500000;179;Target is 70% weaker to frost damage for 30 seconds.;;
Skyrim.esm;ALCH;073F4F;WeaknessFrost04;Malign Aversion to Frost;0.500000;221;Target is 85% weaker to frost damage for 30 seconds.;;
Skyrim.esm;ALCH;073F50;WeaknessFrost05;Deadly Aversion to Frost;0.500000;265;Target is 100% weaker to frost damage for 30 seconds.;;
Skyrim.esm;ALCH;073F52;WeaknessShock01;Weak Aversion to Shock;0.500000;135;Target is 40% weaker to shock damage for 30 seconds.;;
Skyrim.esm;ALCH;073F53;WeaknessShock03;Potent Aversion to Shock;0.500000;250;Target is 70% weaker to shock damage for 30 seconds.;;
Skyrim.esm;ALCH;073F54;WeaknessShock04;Malign Aversion to Shock;0.500000;310;Target is 85% weaker to shock damage for 30 seconds.;;
